Order_ID,Customer_ID,Order_Date,Region,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount
ORD-101657,CUST-1039,2024-08-13,Québec,Magasin,Sports,Ballon,1,238.63,0.0
ORD-106884,CUST-0344,2025-08-10,Ontario,Magasin,Beauté,Shampoing,1,226.13,0.0
ORD-100452,CUST-0505,2024-08-26,Alberta,En ligne,Maison,Aspirateur,4,226.92,0.05
ORD-107697,CUST-1055,2025-04-17,Ontario,En ligne,Maison,Lampe,2,231.18,0.1
ORD-106867,CUST-0334,2024-07-28,Manitoba,Téléphone,Électronique,Écran,1,528.86,0.15
ORD-100422,CUST-0796,2025-11-24,Manitoba,Magasin,Électronique,Tablette,2,500.66,0.0
ORD-101220,CUST-1251,2025-12-05,Ontario,Magasin,Électronique,Casque audio,2,680.17,0.1
ORD-103102,CUST-0879,2024-09-07,Ontario,Téléphone,Maison,Cafetière,1,166.22,0.2
ORD-103706,CUST-1418,2025-10-26,Ontario,Magasin,Électronique,Écran,1,569.5,0.1
ORD-107535,CUST-0118,2024-01-24,Colombie-Britannique,Téléphone,Électronique,Écran,1,807.71,0.1
ORD-103761,CUST-1354,2025-07-19,Alberta,Magasin,Électronique,Écran,4,420.95,0.1
ORD-100102,CUST-1285,2024-06-05,Colombie-Britannique,Magasin,Beauté,Maquillage,2,154.95,0.05
ORD-104963,CUST-0079,2025-07-04,Ontario,En ligne,Vêtements,Jean,1,69.59,0.15
ORD-103217,CUST-1448,2025-05-29,Colombie-Britannique,En ligne,Beauté,Parfum,1,44.83,0.05
ORD-101580,CUST-1349,2025-10-16,Ontario,En ligne,Électronique,Écran,1,43.85,0.0
ORD-107242,CUST-0174,2024-07-04,Alberta,Magasin,Beauté,Parfum,1,241.06,0.0
ORD-102206,CUST-1211,2025-01-24,Ontario,Téléphone,Maison,Cafetière,1,59.46,0.0
ORD-100170,CUST-0002,2024-08-12,Québec,Magasin,Vêtements,Chaussures,1,236.1,0.15
ORD-107812,CUST-0962,2024-12-26,Alberta,En ligne,Électronique,Tablette,2,497.25,0.0
ORD-100135,CUST-0137,2025-11-18,Ontario,Téléphone,Maison,Chaise,2,170.17,0.0
ORD-103315,CUST-0607,2024-03-18,Québec,En ligne,Maison,Aspirateur,1,434.58,0.1
ORD-104568,CUST-1157,2025-01-28,Colombie-Britannique,Téléphone,Électronique,Souris,1,741.73,0.0
ORD-101310,CUST-0215,2025-11-13,Manitoba,Magasin,Sports,Sac sport,1,589.51,0.05
ORD-107428,CUST-0820,2025-12-12,Québec,En ligne,Vêtements,Chaussures,1,125.4,0.05
ORD-102284,CUST-1019,2024-12-05,Québec,En ligne,Électronique,Tablette,1,254.86,0.0
ORD-106887,CUST-0660,2025-03-19,Ontario,Téléphone,Maison,Aspirateur,4,365.42,0.1
ORD-104557,CUST-0848,2024-05-26,Colombie-Britannique,En ligne,Vêtements,Manteau,1,130.05,0.0
ORD-105244,CUST-1454,2025-05-13,Manitoba,Téléphone,Électronique,Écran,2,537.65,0.1
ORD-104633,CUST-1068,2024-04-18,Ontario,Téléphone,Électronique,Clavier,4,462.05,0.0
ORD-101935,CUST-1159,2025-04-01,Québec,En ligne,Sports,Ballon,1,581.99,0.1
ORD-106470,CUST-1320,2024-06-20,Colombie-Britannique,Téléphone,Maison,Cafetière,1,107.18,0.05
ORD-107977,CUST-0937,2025-04-04,Manitoba,En ligne,Sports,Vélo,1,318.06,0.0
ORD-103101,CUST-1187,2025-07-11,Colombie-Britannique,Magasin,Maison,Chaise,1,271.52,0.0
ORD-100807,CUST-0332,2025-08-28,Manitoba,EN LIGNE,Beauté,Parfum,0,47.73,0.2
ORD-102045,CUST-0596,2025-10-06,Ontario,Téléphone,Électronique,Écran,2,613.64,0.15
ORD-103169,CUST-1143,2024-02-15,Colombie-Britannique,En ligne,Vêtements,Chaussures,1,150.91,0.15
ORD-100462,CUST-0651,2025-09-13,Ontario,Téléphone,Maison,Chaise,1,129.86,0.05
ORD-101956,CUST-0103,2024-08-29,Manitoba,En ligne,Sports,Tapis yoga,1,153.84,0.0
ORD-107698,CUST-0075,2024-11-04,Colombie-Britannique,Téléphone,Beauté,Maquillage,2,121.07,0.05
ORD-100799,CUST-0064,2025-10-25,Ontario,En ligne,Maison,Lampe,1,442.11,0.2
ORD-102402,CUST-0812,2024-04-22,Colombie-Britannique,En ligne,Maison,Cafetière,5,137.94,0.0
ORD-103912,CUST-0820,2025-01-22,Colombie-Britannique,En ligne,Maison,Chaise,2,40.5,0.0
ORD-101073,CUST-1235,2025-10-27,Manitoba,Téléphone,Vêtements,Manteau,1,211.17,0.1
ORD-103288,CUST-0733,2024-08-06,Manitoba,Téléphone,Maison,Chaise,2,111.12,0.05
ORD-100144,CUST-1334,2024-08-30,Manitoba,En ligne,Beauté,Crème,1,247.88,0.0
ORD-101340,CUST-1090,2025-02-25,Colombie-Britannique,Magasin,Vêtements,Veste,2,177.65,0.05
ORD-105444,CUST-1202,2025-11-06,Québec,En ligne,Maison,Mixeur,4,140.26,0.05
ORD-103199,CUST-1212,2024-12-11,Manitoba,En ligne,Électronique,Écran,5,813.59,0.0
ORD-102091,CUST-1081,2025-05-12,Québec,Magasin,Beauté,Shampoing,2,246.96,0.1
ORD-107151,CUST-0315,2025-02-22,Québec,Magasin,Beauté,Soin visage,1,52.04,0.05
ORD-106228,CUST-0545,2025-11-29,Alberta,Magasin,Sports,Vélo,1,562.1,0.05
ORD-107021,CUST-0539,2024-03-22,Colombie-Britannique,En ligne,Électronique,Casque audio,1,173.73,0.0
ORD-104526,CUST-1347,2024-06-26,Québec,Magasin,Électronique,Casque audio,1,64.36,0.1
ORD-104814,CUST-0801,2025-07-21,Colombie-Britannique,Magasin,Électronique,Casque audio,1,818.47,0.15
ORD-106980,CUST-1424,2024-03-23,Québec,En ligne,Sports,Tapis yoga,3,645.05,0.15
ORD-101003,CUST-0790,2024-11-29,Québec,Magasin,Beauté,Maquillage,5,240.57,0.0
ORD-104830,CUST-0837,2025-08-13,Manitoba,En ligne,Sports,Tapis yoga,3,299.7,0.15
ORD-102995,CUST-0047,2024-02-26,Alberta,En ligne,Beauté,Maquillage,1,220.13,0.15
ORD-100555,CUST-0710,2025-01-30,Québec,Magasin,Vêtements,Manteau,2,184.14,0.0
ORD-106399,CUST-0941,2024-01-10,Ontario,En ligne,Vêtements,Jean,1,260.3,0.1
ORD-106803,CUST-1485,2025-12-21,Colombie-Britannique,Magasin,Maison,Chaise,4,141.6,0.0
ORD-101485,CUST-1234,2025-05-10,Ontario,En ligne,Électronique,Casque audio,1,150.37,0.1
ORD-105774,CUST-0349,2025-07-20,Colombie-Britannique,Magasin,Électronique,Clavier,3,606.69,0.2
ORD-101272,CUST-0997,2025-08-06,Québec,Téléphone,Sports,Raquette,4,365.84,0.05
ORD-101411,CUST-0113,2025-07-22,Québec,Téléphone,Maison,Aspirateur,2,163.06,0.0
ORD-107770,CUST-1420,2024-08-28,Manitoba,Magasin,Beauté,Crème,1,216.83,0.0
ORD-107383,CUST-0312,2025-04-18,Ontario,Téléphone,Sports,Vélo ,1,209.7,0.1
ORD-101471,CUST-0419,2024-05-01,Alberta,Téléphone,Maison,Cafetière,1,346.48,0.0
ORD-106318,CUST-0214,2025-03-13,Québec,Magasin,Sports,Tapis yoga,1,536.8,0.0
ORD-102650,CUST-1010,2024-08-10,Manitoba,En ligne,Électronique,Tablette,2,204.57,0.2
ORD-107937,CUST-0286,2024-12-07,Manitoba,En ligne,Maison,Mixeur,3,318.45,0.05
ORD-104671,CUST-1157,2025-05-13,Ontario,En ligne,Maison,Cafetière,1,226.88,0.05
ORD-105314,CUST-1021,2025-06-09,Québec,En ligne,Beauté,Soin visage,5,190.28,0.05
ORD-103780,CUST-0383,2025-12-10,Colombie-Britannique,En ligne,Maison,Aspirateur,1,279.44,0.05
ORD-100981,CUST-1169,2024-12-31,Colombie-Britannique,Magasin,Sports,Ballon,2,254.1,0.2
ORD-106854,CUST-0847,2025-12-14,Colombie-Britannique,En ligne,Électronique,Clavier,4,511.87,0.1
ORD-102845,CUST-1036,2025-03-07,Alberta,Téléphone,Beauté,Parfum,1,228.9,0.1
ORD-107129,CUST-1185,2024-04-16,Colombie-Britannique,En ligne,Électronique,Clavier,3,123.34,0.1
ORD-101268,CUST-0878,2024-01-06,Ontario,Téléphone,Beauté,Maquillage,1,10.22,0.1
ORD-107659,CUST-1462,2025-06-30, manitoba ,En ligne,Maison,Chaise,1,172.2,0.05
ORD-100268,CUST-1423,2025-11-02,Alberta,Téléphone,Beauté,Maquillage,1,195.25,0.0
ORD-100654,CUST-1215,2025-11-12,Alberta,Magasin,Vêtements,,1,52.7,0.0
ORD-105417,CUST-1259,2025-05-19,Alberta,Magasin,Vêtements,Chaussures,4,210.08,0.05
ORD-102903,CUST-1416,2024-12-06,Alberta,En ligne,Vêtements,Chaussures,3,76.63,0.05
ORD-102884,CUST-0209,2024-05-06,Manitoba,Téléphone,Électronique,Clavier,1,115.78,0.0
ORD-104958,CUST-0024,2024-01-12,Québec,Téléphone,Maison,Lampe,1,497.55,0.0
ORD-105756,CUST-1021,2025-02-26,Colombie-Britannique,Téléphone,Maison,Chaise,1,410.69,0.05
ORD-100589,CUST-1449,2025-02-11,Québec,Magasin,Beauté,Soin visage,1,33.52,0.0
ORD-103837,CUST-0578,2024-11-05,Ontario,Magasin,Vêtements,Jean,1,291.07,0.0
ORD-102778,CUST-0099,2025-12-06,Manitoba,Téléphone,Maison,Chaise,2,83.94,0.05
ORD-102836,CUST-0849,2025-11-11,Manitoba,En ligne,Maison,Mixeur,3,345.6,0.0
ORD-104436,CUST-1394,2025-07-20,Alberta,Magasin,Sports,Raquette,1,331.19,0.0
ORD-104013,CUST-1226,2025-02-18,Ontario,Magasin,Sports,Ballon,4,507.39,0.05
ORD-105195,CUST-1017,2025-11-25,Alberta,Magasin,Électronique,Clavier,2,361.21,0.15
ORD-103245,CUST-0918,2024-08-15,Colombie-Britannique,En ligne,Beauté,Parfum,1,234.35,0.05
ORD-101808,CUST-1089,2024-04-26,Québec,En ligne,Sports,Raquette,5,281.3,0.05
ORD-106954,CUST-0935,2025-08-18,,Magasin,Sports,Ballon,4,167.62,0.0
ORD-107948,CUST-0823,2024-02-29,Alberta,Téléphone,Électronique,Clavier,1,312.22,0.05
ORD-104510,CUST-0677,2025-01-24,Alberta,Magasin,Beauté,Parfum,2,142.4,0.05
ORD-100677,CUST-1465,2025-10-13,Québec,En ligne,Maison,Aspirateur,1,177.63,0.05
ORD-105325,CUST-0575,2025-02-15,Ontario,Magasin,Sports,Vélo,2,153.23,0.0
ORD-106935,CUST-0162,2025-07-01,Ontario,En ligne,Électronique,Tablette,1,847.37,0.15
ORD-105871,CUST-0982,2025-10-02,Colombie-Britannique,Téléphone,Beauté,Soin visage,4,215.0,0.0
ORD-103065,CUST-0979,2024-04-06,Ontario,Magasin,Sports,Vélo,1,21.16,0.1
ORD-105404,CUST-1281,2025-09-30,Ontario,Magasin,Beauté,Parfum,3,175.93,0.1
ORD-107008,CUST-0697,2024-10-29,Alberta,En ligne,Électronique,Tablette,3,51.47,0.0
ORD-102432,CUST-0479,2024-11-11,Ontario,Magasin,Électronique,Tablette,3,177.1,0.15
ORD-104207,CUST-0557,2024-02-29,Ontario,Téléphone,Beauté,Crème,1,58.7,0.05
ORD-104035,CUST-0361,2025-03-21,Colombie-Britannique,Téléphone,Vêtements,Chaussures,1,75.54,0.1
ORD-103932,CUST-1052,2024-12-07,Ontario,Téléphone,Sports,Vélo,2,307.89,0.0
ORD-104149,CUST-1074,2024-09-05,Ontario,Téléphone,Vêtements,Chaussures,2,211.58,0.0
ORD-105386,CUST-0273,2025-11-23,Alberta,En ligne,Maison,Aspirateur,2,63.89,0.1
ORD-103656,CUST-1467,2024-09-26,Colombie-Britannique,En ligne,Sports,Sac sport,2,574.13,0.0
ORD-101611,CUST-1195,2025-05-27,Ontario,En ligne,Électronique,Écran,3,423.35,0.2
ORD-104304,CUST-0923,2025-10-14,Québec,Magasin,Vêtements,Manteau,2,131.14,0.05
ORD-104294,CUST-0508,2025-08-14,Québec,Téléphone,Maison,Aspirateur,2,187.29,0.1
ORD-105097,CUST-0798,2024-11-08,Québec,En ligne,Sports,Ballon,1,553.08,0.1
ORD-102609,CUST-0367,2025-04-06,Ontario,Magasin,Maison,Lampe,1,213.67,0.0
ORD-102692,CUST-0575,2025-08-27,Alberta,Magasin,Maison,Mixeur,1,447.96,0.05
ORD-103915,CUST-0946,2024-05-08,Colombie-Britannique,Magasin,Électronique,Tablette,2,786.45,0.0
ORD-100605,CUST-1379,2024-08-12,Alberta,En ligne,Beauté,Soin visage,1,35.12,0.0
ORD-105629,CUST-1094,2024-09-17,Colombie-Britannique,En ligne,Électronique,Tablette,2,627.2,0.0
ORD-104560,CUST-0754,2024-05-09,Alberta,Téléphone,Sports,Tapis yoga,1,592.89,0.05
ORD-101468,CUST-0535,2024-04-15,Québec,En ligne,Maison,Mixeur,2,218.94,0.0
ORD-105958,CUST-0725,2025-10-11,Manitoba,En ligne,Beauté,Crème,1,153.12,0.1
ORD-104270,CUST-0432,2024-03-01,Québec,Téléphone,Électronique,Casque audio,1,87.58,0.0
ORD-105372,CUST-0036,2024-10-03,Manitoba,En ligne,Maison,Lampe,1,335.07,0.0
ORD-103708,CUST-0948,2024-03-10,Colombie-Britannique,En ligne,Électronique,Écran,4,742.03,0.1
ORD-106934,CUST-0069,2024-10-13,Alberta,Téléphone,Maison,Chaise,1,441.22,0.0
ORD-103857,CUST-1045,2025-06-07,Colombie-Britannique,Téléphone,Maison,Chaise,2,203.57,0.15
ORD-102155,CUST-1172,2024-05-23,Colombie-Britannique,Magasin,Vêtements,Veste,5,155.72,0.05
ORD-104195,CUST-1324,2024-11-13,Alberta,Téléphone,Vêtements,Chaussures,1,102.63,0.15
ORD-107736,CUST-0342,2024-06-03,Québec,Téléphone,Vêtements,Veste,1,84.19,0.0
ORD-102077,CUST-0574,2024-09-23,Québec,En ligne,Maison,Lampe,3,387.61,0.05
ORD-106137,CUST-0667,2025-08-10,Manitoba,Magasin,Sports,Sac sport,1,365.91,0.1
ORD-106695,CUST-0626,2025-02-26,Alberta,En ligne,Maison,Aspirateur,1,225.42,0.1
ORD-106332,CUST-0143,2025-12-22,Ontario,Téléphone,Électronique,Casque audio,5,804.97,0.1
ORD-106945,CUST-0457,2024-10-30,Ontario,Téléphone,Beauté,Parfum,2,38.44,0.1
ORD-100584,CUST-1436,2024-08-11,Colombie-Britannique,Téléphone,Maison,Lampe,1,26.99,0.0
ORD-103459,CUST-1411,2025-07-04,Québec,Téléphone,Sports,Raquette,1,632.14,0.0
ORD-104198,CUST-0028,2025-06-11,Ontario,Téléphone,Maison,Cafetière,1,491.67,0.05
ORD-103817,CUST-0948,2025-07-28,Manitoba,En ligne,Vêtements,T-shirt,1,276.57,0.0
ORD-102855,CUST-0610,2024-06-10,Colombie-Britannique,Téléphone,Maison,Aspirateur,1,486.29,0.0
ORD-106259,CUST-0294,2024-05-28,Colombie-Britannique,En ligne,Électronique,Souris,2,144.27,0.1
ORD-105163,CUST-1011,2024-06-28,Alberta,En ligne,Maison,Mixeur,1,126.41,0.05
ORD-104601,CUST-0684,2025-09-24,Colombie-Britannique,Téléphone,Sports,Raquette,1,594.21,
ORD-104126,CUST-1486,2025-08-30,Colombie-Britannique,Magasin,Beauté,Crème,1,67.15,0.0
ORD-102534,CUST-1270,2024-12-10,Colombie-Britannique,En ligne,Électronique,Écran,3,821.1,0.15
ORD-102992,CUST-0021,2025-11-21,Ontario,En ligne,Beauté,Shampoing,2,26.46,0.05
ORD-107779,CUST-1083,2024-02-21,Alberta,En ligne,Vêtements,Veste,2,30.37,0.05
ORD-105697,CUST-1129,2025-01-16,Colombie-Britannique,Magasin,Électronique,Souris,3,76.96,0.1
ORD-100344,CUST-1012,2024-02-22,Colombie-Britannique,Magasin,Vêtements,Chaussures,2,164.99,0.05
ORD-103002,CUST-0680,2024-12-09,Québec,Magasin,Maison,Aspirateur,1,155.59,0.0
ORD-104686,CUST-0304,2025-06-15,Colombie-Britannique,Magasin,Sports,Sac sport,2,331.05,0.05
ORD-103014,CUST-0275,2024-05-20,Québec,En ligne,Maison,Cafetière,1,151.17,0.05
ORD-107583,CUST-1013,2024-05-17,Colombie-Britannique,En ligne,Beauté,Soin visage,3,151.03,0.1
ORD-107501,CUST-0632,2025-05-16,Québec,En ligne,Maison,Lampe,1,260.44,0.0
ORD-106258,CUST-0525,2024-01-26,Ontario,Magasin,Vêtements,Jean,4,282.44,0.1
ORD-103944,CUST-0534,2024-01-24,Alberta,En ligne,Sports,Raquette,1,340.67,0.05
ORD-102807,CUST-0357,2024-04-26,Manitoba,Magasin,Vêtements,Chaussures,1,69.6,0.05
ORD-100090,CUST-0194,2025-12-15,Ontario,Téléphone,Vêtements,T-shirt,2,221.03,0.15
ORD-104309,CUST-1114,2025-05-30,Colombie-Britannique,Magasin,Électronique,Écran,1,384.89,0.0
ORD-104908,CUST-0624,2024-10-31,Québec,Téléphone,Vêtements,Manteau,1,111.45,0.1
ORD-105012,CUST-1283,2024-12-02,Colombie-Britannique,Téléphone,Maison,Aspirateur,1,184.99,0.0
ORD-103412,CUST-0602,2025-01-05,Ontario,En ligne,Maison,Mixeur,1,329.12,0.15
ORD-102117,CUST-0301,2024-04-20,Colombie-Britannique,Magasin,Vêtements,Chaussures,3,267.48,0.0
ORD-104284,CUST-1012,2024-04-27,Québec,En ligne,Vêtements,Manteau,2,229.7,0.0
ORD-106139,CUST-0525,2025-12-14,Québec,En ligne,Électronique,Souris,1,757.0,0.0
ORD-104634,CUST-0063,2025-08-18,Ontario,Téléphone,Beauté,Shampoing,1,174.98,0.2
ORD-103297,CUST-0624,2024-05-21,Manitoba,Magasin,Électronique,Clavier,4,160.76,0.05
ORD-100947,CUST-0837,2025-01-23,Québec,Téléphone,Vêtements,T-shirt,3,53.62,0.05
ORD-103621,CUST-1274,2025-07-19,Ontario,En ligne,Sports,Raquette,2,350.99,0.1
ORD-107872,CUST-1398,2025-08-11,Ontario,En ligne,Beauté,Parfum,1,98.81,0.1
ORD-104288,CUST-1072,2024-04-16,Manitoba,Téléphone,Beauté,Shampoing,3,201.42,0.05
ORD-100883,CUST-0353,2024-03-06,Colombie-Britannique,En ligne,Vêtements,Manteau,1,177.14,0.15
ORD-104685,CUST-0090,2025-02-25,Alberta,Téléphone,Sports,Ballon,1,337.53,0.1
ORD-106337,CUST-0594,2025-04-24,Colombie-Britannique,Téléphone,Électronique,Écran,4,363.88,0.1
ORD-104691,CUST-0915,2025-11-11, alberta ,Téléphone,Électronique,Souris,1,685.48,0.15
ORD-103443,CUST-0876,2025-04-17,Colombie-Britannique,En ligne,Maison,Mixeur,1,74.13,0.1
ORD-104518,CUST-1001,2024-07-07,Ontario,En ligne,Beauté,Shampoing,2,185.93,0.0
ORD-107407,CUST-0910,2024-01-21,Québec,Téléphone,Beauté,Maquillage,1,175.79,0.2
ORD-105968,CUST-0283,2025-05-28,Manitoba,Magasin,Vêtements,Veste,2,19.75,0.0
ORD-105397,CUST-1253,2024-08-16,Ontario,Magasin,Maison,Mixeur,2,251.08,0.15
ORD-104827,CUST-0917,2025-12-17,Québec,En ligne,Beauté,Shampoing,1,13.02,0.05
ORD-105382,CUST-0033,2025-07-20,Alberta,En ligne,Sports,Sac sport,3,417.17,0.15
ORD-105789,CUST-1274,2025-06-22,Ontario,Magasin,Maison,Lampe,5,348.21,0.05
ORD-105670,CUST-0267,2024-05-29,Québec,Magasin,Maison,Mixeur,1,302.6,0.0
ORD-102415,CUST-0946,2024-02-09,Colombie-Britannique,Magasin,Beauté,Crème,1,68.76,0.0
ORD-106394,CUST-1285,2025-01-03,Québec,En ligne,Beauté,Shampoing,2,177.09,0.05
ORD-106128,CUST-1382,2024-05-28,Alberta,En ligne,Électronique,Clavier,3,526.5,0.05
ORD-107471,CUST-0738,2025-03-13,Alberta,Magasin,Maison,Lampe,1,279.17,0.05
ORD-105428,CUST-1114,2025-04-22,Colombie-Britannique,Téléphone,Maison,Cafetière,2,236.2,0.1
ORD-106849,CUST-1207,2025-09-24,Alberta,En ligne,Beauté,Parfum,3,141.45,0.15
ORD-102939,CUST-0955,2024-04-28,Manitoba,En ligne,Vêtements,Chaussures,2,55.6,0.0
ORD-102398,CUST-0974,2024-08-30,Québec,Magasin,Maison,Aspirateur,3,202.72,0.05
ORD-103816,CUST-1076,2024-04-03,Manitoba,En ligne,Vêtements,Chaussures,1,258.71,0.1
ORD-101710,CUST-0967,2024-11-30,Québec,Téléphone,Maison,Lampe,4,139.3,0.0
ORD-103961,CUST-0021,2025-04-21,Manitoba,Magasin,Sports,Ballon,1,385.11,0.05
ORD-104756,CUST-0539,2024-12-07,Ontario,En ligne,Maison,Aspirateur,1,303.84,0.1
ORD-101186,CUST-0007,2024-06-08,Alberta,Téléphone,Vêtements,T-shirt,1,39.64,0.1
ORD-103907,CUST-1420,2024-03-29,Alberta,Magasin,Beauté,Shampoing,1,233.71,0.0
ORD-107760,CUST-0988,2024-11-26,Colombie-Britannique,Magasin,Vêtements,Jean,1,286.15,0.1
ORD-105813,CUST-0316,2025-02-06,Alberta,Téléphone,Sports,Raquette,4,441.6,0.05
ORD-106149,CUST-0028,2024-04-09,Alberta,Téléphone,Maison,Lampe,1,61.31,0.05
ORD-107901,CUST-1361,2024-01-06,Manitoba,En ligne,Électronique,Casque audio,1,838.3,0.05
ORD-100151,CUST-1313,2024-09-18,Alberta,Magasin,Beauté,Parfum,3,93.47,0.1
ORD-100915,CUST-0890,2025-01-21,Québec,En ligne,Vêtements,T-shirt,2,30.59,0.05
ORD-101305,CUST-0417,2025-01-25,Manitoba,Téléphone,Sports,Sac sport,3,379.41,0.1
ORD-105995,CUST-0560,2025-09-17,Québec,Téléphone,Sports,Sac sport,2,54.61,0.1
ORD-107661,CUST-0631,2025-03-20,Alberta,Téléphone,Électronique,Clavier,1,502.07,0.1
ORD-105802,CUST-0158,2025-11-08,Manitoba,En ligne,Sports,Vélo,1,443.53,0.05
ORD-104763,CUST-0145,2025-02-23,Manitoba,Magasin,Sports,Tapis yoga,2,28.71,0.05
ORD-105332,CUST-0694,2024-04-28,Colombie-Britannique,Magasin,Sports,Ballon,1,609.17,0.0
ORD-101398,,2025-12-22,Colombie-Britannique,En ligne,Vêtements,T-shirt,1,70.76,0.2
ORD-102519,CUST-1092,2025-11-30,Manitoba,En ligne,Électronique,Casque audio,3,794.18,0.1
ORD-100183,CUST-0028,2024-03-06,Alberta,Magasin,Électronique,Souris,2,176.45,0.05
ORD-106885,CUST-1273,2025-11-12,Colombie-Britannique,Téléphone,Sports,Tapis yoga,3,449.82,0.15
ORD-103286,CUST-1400,2025-02-24,Colombie-Britannique,Téléphone,Vêtements,Jean,1,240.95,0.15
ORD-107416,CUST-0425,2025-08-07,Alberta,Magasin,Vêtements,Chaussures,1,67.89,0.15
ORD-102417,CUST-0450,2025-06-22,Manitoba,Magasin,Électronique,Clavier,1,264.48,0.15
ORD-100471,CUST-0825,2024-09-20,Manitoba,En ligne,Sports,Sac sport,1,488.48,0.1
ORD-100967,CUST-0677,2024-09-27,Ontario,Téléphone,Électronique,Tablette,3,801.92,0.0
ORD-105388,CUST-1403,2024-10-07,Manitoba,Téléphone,Sports,Tapis yoga,4,380.3,
ORD-107639,CUST-0802,2025-12-09,Québec,En ligne,Vêtements,Jean,4,74.03,0.05
ORD-100209,CUST-0673,2025-09-22,Manitoba,Magasin,Électronique,Écran,1,238.48,0.15
ORD-101961,CUST-0317,2025-02-20,Québec,Magasin,Beauté,Soin visage,2,173.04,0.0
ORD-100896,CUST-0706,2024-12-01,Québec,Magasin,Vêtements,Manteau,2,-164.1,0.15
ORD-106126,CUST-0700,2024-10-15,Ontario,En ligne,Maison,Chaise,1,395.18,0.0
ORD-102629,CUST-0738,2025-01-29,Alberta,En ligne,Sports,Ballon,4,294.55,0.1
ORD-104945,CUST-0210,2024-01-11,Colombie-Britannique,Magasin,Sports,Raquette,4,519.65,0.05
ORD-101773,CUST-1328,2024-09-24, ontario ,En ligne,Sports,Raquette,1,163.38,0.15
ORD-104253,CUST-1026,2024-01-20,Manitoba,En ligne,Sports,Raquette,2,629.2,0.0
ORD-102299,CUST-0770,2024-02-20,Ontario,En ligne,Maison,Cafetière,2,355.33,0.05
ORD-101209,CUST-1204,2024-02-27,Manitoba,En ligne,Vêtements,Chaussures,4,240.37,0.05
ORD-106987,CUST-0240,2025-01-10,Colombie-Britannique,Magasin,Beauté,Soin visage,1,74.91,0.15
ORD-105514,CUST-1005,2025-09-02,Colombie-Britannique,Magasin,Électronique,Écran,1,260.12,0.0
ORD-107731,CUST-1430,2024-11-10,Québec,Téléphone,Sports,Tapis yoga,1,55.97,0.0
ORD-101251,CUST-0513,2024-06-28,Manitoba,Téléphone,Électronique,Clavier,1,335.67,0.1
ORD-106880,CUST-1155,2024-10-30,Québec,Téléphone,Électronique,Clavier,1,532.8,0.05
ORD-102393,CUST-0042,2024-06-28,Ontario,Téléphone,Maison,Lampe,2,463.44,0.05
ORD-107778,CUST-1030,2025-04-25,Québec,Téléphone,Sports,Tapis yoga,1,129.41,0.15
ORD-104874,CUST-0380,2025-01-25,Alberta,En ligne,Maison,Aspirateur,2,38.38,0.0
ORD-106494,CUST-0900,2025-08-30,Colombie-Britannique,En ligne,Vêtements,Manteau,1,205.07,0.1
ORD-100292,CUST-0558,2025-07-03,Colombie-Britannique,Magasin,Électronique,Clavier,1,181.26,0.05
ORD-103045,CUST-0532,2024-06-15,Colombie-Britannique,Téléphone,Vêtements,Chaussures,4,291.03,0.15
ORD-101051,CUST-0225,2024-08-04,Manitoba,Téléphone,Sports,Tapis yoga,1,53.71,0.0
ORD-102812,CUST-1007,2025-11-10,Alberta,En ligne,Beauté,Shampoing,1,179.67,0.05
ORD-103352,CUST-0038,2025-02-19,Manitoba,En ligne,Sports,Ballon,1,210.67,0.0
ORD-100272,CUST-0177,2025-06-12,Ontario,En ligne,Beauté,Soin visage,3,183.48,0.0
ORD-102042,CUST-0685,2025-01-13,Québec,Téléphone,Maison,Chaise,2,230.56,0.0
ORD-104967,CUST-1474,2025-03-16,Manitoba,Magasin,Maison,Cafetière,3,367.43,0.15
ORD-104977,CUST-0220,2025-04-14,Québec,En ligne,Maison,Cafetière,1,209.13,0.15
ORD-104322,CUST-1431,2025-01-19,Manitoba,En ligne,Vêtements,Chaussures,1,256.18,0.05
ORD-104740,CUST-0402,2024-05-01,Colombie-Britannique,Magasin,Vêtements,T-shirt,5,40.97,0.05
ORD-101086,CUST-0049,2025-06-11,Québec,En ligne,Sports,Raquette,5,25.18,0.05
ORD-104216,CUST-0491,2024-02-29,Manitoba,En ligne,Maison,Mixeur,1,124.42,0.0
ORD-103688,CUST-0721,2025-05-10,Québec,Magasin,Beauté,Maquillage,1,118.16,0.1
ORD-104447,CUST-1202,2024-09-05,Colombie-Britannique,Magasin,Beauté,Shampoing,1,149.95,0.0
ORD-105907,CUST-0581,2025-12-14,Alberta,En ligne,Beauté,Shampoing,4,189.05,0.05
ORD-104010,CUST-1201,2024-10-13,Colombie-Britannique,Téléphone,Maison,Lampe,1,476.03,0.05
ORD-103617,CUST-0410,2025-06-12, alberta ,Magasin,Sports,Vélo,2,87.91,0.05
ORD-107354,CUST-1113,2025-06-17,Manitoba,Téléphone,Beauté,Shampoing,2,180.68,0.0
ORD-106650,CUST-1415,2025-01-03,Québec,Magasin,Électronique,Clavier,1,623.59,0.05
ORD-103411,CUST-0497,2024-10-23,Alberta,Magasin,Électronique,Souris,1,867.06,0.0
ORD-107904,CUST-0337,2024-02-24,Québec,Magasin,Sports,Sac sport,2,346.24,0.2
